province,tmp,tmx,tmn,pre,srad,ws,vpd,vap,dtr,pet,cld
Dinagat Islands,0.3803675017577923,1.5188029603515396,-0.7039126638672109,137.7380321357422,-30.51855850141507,-2.8683402401948648,0.1847087218874096,27.102478686636626,2.2227157442187506,-0.9414825760696823,59.819676782617194
Eastern Samar,0.16622032265622622,2.119267497656228,-1.7343263523437713,124.35935162499999,-30.42738269104916,-3.5663229832304792,-0.07951782581392541,27.599569472238993,3.8535938900000004,-0.33690024506624283,58.73869959023437
Guimaras,-0.23017927324221077,1.8426609224609116,-2.2521884207031455,32.2264444814453,-44.756952890590014,-3.64725856402301,0.059347293710637294,26.94743666780468,4.094849283164063,0.07498764413883174,59.908557918554685
Ifugao,3.7462867808593536,6.568297649023407,0.9809484162109108,-27.855441374999998,-14.737585856120234,-4.2916689332326285,0.1763809636410517,24.36232978441791,5.587348932812501,0.4881568318089715,51.775513675781255
Ilocos Norte,0.7718306041015417,3.1344482617187275,-1.5457840017578341,11.774734666015632,-2.7390816685777963,-4.123047918513206,0.20960598566913813,24.020216043047867,4.680231773476562,0.7537004563729499,40.40113813554689
Ilocos Sur,0.8940537148437286,3.072217366992163,-1.2316097373047086,-46.82624975927732,1.9150978277292268,-3.8021445774986673,0.2460606195120607,26.425694900306844,4.303827024296875,0.6236875356803835,52.433910921289055
Iloilo,0.9150821970702907,2.9812190414062307,-1.1013254437500208,86.61580145458984,-38.04117149186004,-3.99105141397927,0.09409121901989081,27.58972641745612,4.08254372515625,0.32461987261990943,61.15665487265625
Isabela,1.2385774003906036,4.111638953710916,-1.5857399564453338,-23.149768871093727,-10.488723542399214,-4.106312409085507,0.19759698736576303,26.163283406540415,5.69737891015625,0.2613122980789768,51.038716169726555
Kalinga,-1.937956513085961,0.6861248376952922,-4.510367912109398,3.4226534516601532,-11.484598594909954,-4.439896099299607,0.10173131807578539,21.57046671986716,5.196492759804687,0.042576117789136614,51.523383367187506
La Union,1.8734902201171622,4.402671968554664,-0.6061079283203377,-39.560757588867176,-0.3074452300768655,-3.291455734187726,0.4224363548624994,26.683251423156534,5.0087794668750005,0.6922231753843855,49.777213234765625
Laguna,1.3974528523437222,3.4455079722656023,-0.6139392193359612,-12.570146172851594,-27.567199572754305,-4.004915499293014,0.15859946932737612,26.866220459906536,4.059447271601563,0.22405183776608872,56.70711822910155
Lanao del Norte,0.44155344472653724,2.6859012789062255,-1.7519661929687729,50.16879099438475,-32.20307784269039,-1.8240905329273933,0.3960948164588375,26.708842784383386,4.4378678718749995,-1.3282341269094622,66.03385025624999
Lanao del Sur,0.32750009999997687,1.9521669480468518,-1.242996596289089,35.17116732373046,-29.78855029618157,-1.334185518227966,0.4311779211327155,22.420694544857675,3.1951639443359374,-2.022612505695382,66.64681777636719
Leyte,0.3069465410155985,2.218260927929663,-1.5550015011718976,46.49751706445312,-37.07744914252095,-3.6390578047193096,0.07290239666536524,26.948147412608517,3.7732624591015624,-0.243114369998787,59.9800083046875
Maguindanao del Norte,0.6848774492187282,2.633299860546856,-1.209375410351587,42.743747964599606,-32.5842503078016,-1.2726448818022251,0.47586665748274654,26.668788680148563,3.8426753708984362,-1.5942853582484435,65.26173284785155
Maguindanao del Sur,-0.7589246605468993,0.11227484003904209,-1.580107602343773,26.87478783154296,-33.02673886009407,-1.358714319184118,0.5679217915686234,26.739621218156508,1.692382542382811,-2.473171694926603,63.22315788769531
Marinduque,1.0365514033202885,2.752327060156226,-0.6300547017578388,-30.076845014648427,-34.29191653980982,-3.942084238688156,0.1104126854185673,27.10497815856956,3.3823816919140626,0.14344018422768912,58.40982593945313
Masbate,1.5579137080077885,3.432964607031227,-0.26575084277346406,-25.916462520996078,-32.45281035280962,-4.019802039102546,0.13227681276623815,29.021324597230603,3.6987150198046876,0.15548292537875996,60.00381512675781
Misamis Occidental,2.852794259570288,5.040408895312474,0.7143437720702934,30.118956172607426,-36.44528540552682,-2.2599134311830396,0.33338666069810446,27.395544606624814,4.326064723242187,-0.8486664968037263,64.47869746835937
Misamis Oriental,-0.2262142996093992,0.035773975195290575,-0.43653802617189896,49.17122951782227,-28.259453832813364,-0.86892548848912,0.3525869549813452,24.674362801353354,0.47231160136718664,-2.7270381868554145,64.27868320039063
Mountain Province,9.237837154296852,11.746518935156228,6.778322373437479,-50.3330694580078,-13.861428269771523,-4.068127801112128,0.18397732965908153,27.828095608868793,4.96819755171875,1.3133067309032698,43.12589765703126
Negros Occidental,-0.1071639066406469,1.933113873437481,-2.0932784384765846,74.00189155126955,-50.422183178430885,-3.8939931632106197,0.10662450545107849,27.085361206896536,4.026392311914063,0.09167718505303846,61.881261765625005
Negros Oriental,0.22437164785154096,2.357409217382795,-1.8547770216797126,46.79342601293945,-49.97626043215362,-3.3080213943974948,0.15722967690263012,26.109100350511802,4.212186059062501,-0.1611212161220017,62.83812450917969
North Cotabato,-0.831874400000018,-0.4589744300781504,-1.1656100216797078,45.056404107421855,-33.20500792774115,-1.1662266883760255,0.5040774789654242,26.282213128605015,0.7066348916015635,-2.8936802246617863,64.6267912013672
Northern Samar,0.37791015624997826,2.2313759025390354,-1.4313977453125233,29.80772508349611,-30.51001402096429,-4.449633769963841,-0.17153082796704766,27.80308086627715,3.6627741978515633,-0.09091430304402914,59.45925419980469
Nueva Ecija,-0.13891540566408622,2.5661810999999766,-2.7909477560547096,-17.100153250000005,-4.95413430900075,-4.179610883022986,0.3056809222271344,25.105593263397935,5.3571287560546885,0.2856819758285627,53.05247777636718
Nueva Vizcaya,0.732700265429667,3.3410875361327896,-1.8223676640625257,-29.791148213867217,-14.9147332215924,-3.9759467635032513,0.11970086723082718,22.764160364146843,5.163455310195312,0.17270835756741132,53.95771453222657
Occidental Mindoro,-0.5373546263672111,1.76789940937498,-2.795116317382835,-0.8293887607421766,-31.345339350427395,-3.3436171782894952,0.03896207483060532,25.66004936353599,4.563015326757812,0.15251420597605758,56.63663032714844
Oriental Mindoro,0.7503402255859157,2.960403982617162,-1.4086134314453354,17.428199587646475,-37.37436189197416,-3.9607834738831884,0.038386261715432024,25.877505675777634,4.369017404062499,0.2149295949388188,59.54466644726563
Palawan,-0.13789931015627488,2.7764160656249786,-3.0017494376953344,10.479546849609363,-22.209257054830147,-3.4423116715574382,0.01404824337724253,26.756759165683945,5.778165653320311,0.3371983190872072,55.94585874511719
Pampanga,0.5599624685546623,3.208887988867165,-2.0406185964844,-6.658182989746109,-15.543497315460655,-4.457927642092065,0.3676491261182442,26.341124009544245,5.249505865351562,0.4543816768093527,51.80808184433593
Pangasinan,0.44610226503904116,2.8814362767577926,-1.9392301466797122,21.763676835937503,-2.67829371463813,-3.56346205859562,0.47845581848727814,26.024451688681754,4.820665873437499,0.504143764889212,50.9083200515625
Quezon,-0.40374612792970765,1.2542093644531036,-2.0118471238281472,9.410811391601584,-27.762261723492458,-3.8378643180875898,0.051606615787632926,27.34302917683285,3.2660561482812493,-0.051357592840342026,58.45645354628906
Quirino,0.9578718638671653,3.5668575699218543,-1.6035994833984581,-5.212230581542997,-14.467888791196401,-3.8188149632978057,0.11479461193841167,24.74260865270701,5.170457123320313,0.0278836095640691,54.82745236152344
Rizal,0.8517265041015349,3.117815201171851,-1.363525941210959,-29.816419242675778,-22.96750234826075,-4.013477815980417,0.1992115281973027,25.063889538970503,4.4813410323828125,0.2142412756221348,56.59411653046875
Romblon,0.6600257945312258,2.0121692791015384,-0.6412904935547132,-13.392259437011717,-31.81908930549892,-3.957827031107679,0.06826495925532106,27.059213634705834,2.65345961265625,0.15376071275701042,60.03862698828126
Samar,-0.26278528476564844,2.008451838085918,-2.4842222523437734,98.4840635654297,-33.97101953997884,-4.910343998625205,-0.27855391709620286,27.29222266148192,4.492674320429686,-0.11740013757921552,60.0532911546875
Sarangani,-0.4324980689453355,1.1835228388671624,-2.0043427214843987,-2.0507903662109186,-34.249491307086316,-0.8679462366927135,0.35199341105455206,24.82983200411165,3.187865560351562,-1.8227751613743903,60.702251545507806
Siquijor,0.9584745808593524,2.9261682324218548,-0.9600413636718947,-54.122863035644514,-42.528037768555066,-2.77807991570791,0.2588120453947227,27.456278305671884,3.8862085760937504,-0.6844472624664553,62.259735007421874
Sorsogon,0.5513007085937254,2.428181922460915,-1.275590560546899,29.940201494140666,-33.580827327600616,-3.948557153691928,0.007554914807504254,28.310457833548877,3.703772743007812,0.07071034679040489,59.6819410375
South Cotabato,-1.8303934365234618,-0.7194352650390847,-2.883026463281272,25.29454653115235,-35.43398138909939,-0.9642964728599839,0.42079010464425165,22.668495071696054,2.1635908982421874,-2.397856944213516,63.26309728242187
Southern Leyte,0.7464874267577919,2.1492941830077896,-0.6121483777343961,73.51812251953123,-33.920348898805656,-2.7063058947457246,0.2048039463546487,26.46973644277706,2.7614422707421884,-0.9681447635735521,60.737116068164056
Sultan Kudarat,2.3602056482421645,4.39264895566404,0.376101544335917,37.76100249609377,-34.52093617661683,-1.2915777567578455,0.541498852873075,24.234412640935048,4.016547911328125,-1.3025830305764665,64.22653263183594
Sulu,0.4216171212890423,3.5532542841796584,-2.657933589843772,-1.8080089487304747,-28.34845995637059,-1.6686969485639762,0.041743501119302806,26.456392112989963,6.211187674023439,0.3715542668725309,56.62336650839843
Surigao del Norte,0.20786034765622574,0.3633590244140379,0.10236592265622946,192.23916730517576,-29.605203211434628,-1.7994873140015202,0.232388230461128,28.4387324713498,0.2609925517578118,-1.9933092710514857,60.346314345507814
Surigao del Sur,-0.06032554765626941,-0.042961226171893685,-0.0249023138672122,130.27867558740235,-29.876220551100573,-0.9139637449142577,0.28001519657359514,27.211686218925944,-0.01805951230468672,-2.5734198231558327,61.27809733261719
Tarlac,1.2954960457031,3.4936456195312253,-0.8501526281250236,17.81706101464843,-8.693962236145211,-4.699515170719706,0.437929494564945,25.69016864667483,4.343798087656251,0.3716385768279178,55.65531464140626
Zambales,2.556822849999975,4.951697347460911,0.20861280078122846,30.40041206542969,-13.189034479547445,-3.713351337672484,0.4562805768861672,25.666061098583338,4.743084506679688,0.5271060414847311,52.31554560253906
Zamboanga Sibugay,-0.06261335527345935,2.9265187248046587,-3.001745035351586,71.36276941845702,-39.49539267245257,-2.341916897128333,0.19525422611893817,27.833200788546804,5.92826456015625,-0.19681107031374756,63.12181003261719
Zamboanga del Norte,1.3952254794921686,4.140017479492165,-1.2958167205078368,43.491830850341785,-39.99601366716652,-2.5937042104492845,0.2754711112963918,27.688859542199637,5.435833500000001,-0.32125217289601027,63.87846561523436
Zamboanga del Sur,-0.07767229960940014,2.5837966062499795,-2.6899748054687755,65.65182851977536,-38.022106350534784,-2.1695748002571844,0.32154567784769506,26.777691427237542,5.273770611718749,-0.8669450568792354,66.96089688574219
