province,tmp,tmx,tmn,pre,srad,ws,vpd,vap,dtr,pet,cld
Bukidnon,0.2171369707031019,0.5138462654296632,-0.026652772265645552,15.814002809082012,-31.39781666912154,-1.2168883372672323,0.4258866648975165,22.60254450551446,0.5404999376953121,-2.818439911263798,66.18733944648437
Bulacan,1.4166420158202868,3.554669759570288,-0.6763849279297105,-45.018683042968746,-17.321462997713127,-3.6463779495495587,0.2794982605369617,26.543219613432814,4.231054817500001,0.5043748172279052,52.14068352363282
Camarines Norte,-0.1995907644531485,1.3747660951171667,-1.7306234792968986,37.228373231445346,-28.767046465303906,-3.6091813993915105,0.08217097700079601,27.49900300854802,3.1053896444140623,0.003912531127356456,58.964055655078134
Camarines Sur,0.23340911347654014,2.012631855468726,-1.496235532031271,11.664295674316406,-31.553463716517513,-3.679246054859594,0.05801606125832459,27.437223451583826,3.5088673475000003,0.11041460529739933,59.66293847148437
Camiguin,0.24411454999997773,1.2280509072265424,-0.6823217072265848,22.40606342773441,-30.80898689778664,-2.001850853665674,0.32350441783205597,25.66013660983232,1.9103726144531255,-1.9705099672678195,63.20254702578126
Capiz,0.002669987304667387,1.9604362607421635,-1.9045356826172082,66.58692951416015,-35.04470735325299,-4.453520607181067,0.03571443489609938,27.135032011130207,3.864971203359374,0.24285723933061787,61.49100923027345
Catanduanes,0.7950170794921654,2.935671106249977,-1.296470247265649,26.294261864257805,-31.569924368910165,-3.3926682898203584,0.03303706510696314,26.620860394470476,4.232141633515626,0.1459344016074704,59.53444884218749
Cavite,-0.20548326855471188,1.9142949634765358,-2.280267004101585,-10.474784552246092,-28.851868873233315,-3.3655960783095646,0.20665853881672924,25.76336681620532,4.194561897578126,0.23351212123035126,53.538620544531256
Cebu,0.541917213867162,2.718969736523416,-1.5845749052734597,8.566780129394544,-47.70152520779311,-3.847287146600304,0.21233226329447108,26.40174297595049,4.303544931796875,-0.14759661607559016,62.02321065917969
Davao Occidental,1.7993218994140392,2.8098486626952877,0.8362984878906019,-21.605080137695325,-34.97687333221916,-0.6033791139346256,0.3893241407046207,23.58999926853403,1.9735504748046875,-2.037136609474291,61.90104104941407
Davao Oriental,1.3748794503906012,1.770956691015602,1.0250459062499786,15.76355428515626,-33.35153819339422,-0.6886304508755516,0.35860272061551274,25.643102357756007,0.7459112847656257,-2.3284113847648515,62.48009564355469
Davao de Oro,-0.4519019658203369,-0.17933407656251887,-0.6719730068359624,20.27458735693358,-34.11710593261759,-0.8533944787852026,0.37803062724865544,24.2757258651806,0.49263943027343693,-2.748254058435628,63.551726873046874
Davao del Norte,-1.0828431578125226,-1.2208258562500234,-0.8931900076172106,2.8852872939453107,-33.033480686095345,-0.345336432805881,0.47042927176625643,26.426864239230518,-0.32763614863281276,-3.0377022309630606,63.90791629882813
Davao del Sur,-1.6719442099609587,-1.5002439808593948,-1.7936437390625208,12.482940018066415,-34.70799257449406,-0.2047806926970046,0.40464126446874665,24.3349854221232,0.2933998582031254,-3.0774786099431117,63.960313450585936
Dinagat Islands,0.3451807341796673,1.4974589662109175,-0.7529330496093998,138.5673824165039,-31.286688994579123,-3.0128699166322432,0.18194872826805653,27.098157703363448,2.250392135820313,-0.9473369316248554,60.12692897988282
Eastern Samar,0.25455955605466585,2.219600139257789,-1.6579866306640838,121.57321728662106,-30.295533020639,-3.3922016033781843,-0.032078419717648576,27.571070405457068,3.8775868099218753,-0.31545005868410714,58.68595972207031
Guimaras,-0.40532880937502114,1.6654148287109116,-2.4252322439453344,30.438082359863273,-47.093686899379065,-3.951360937146178,0.04118550601798299,26.92700471536298,4.09064701265625,0.02591308185754393,60.84325152207031
Ifugao,3.461289222265602,6.237563396093723,0.7416814484374754,-37.75405435107422,-14.910080362956165,-4.189400428136192,0.17624938680306013,24.31739265945917,5.495881647656251,0.42261485805621124,51.84451147851563
Ilocos Norte,0.47718033554685135,2.8397430615234143,-1.8403793386718945,19.95763871874999,-4.027840518675475,-3.8295014802960425,0.19803103878059525,23.975096222060575,4.680121910195312,0.7155515798183423,40.91664167558595
Ilocos Sur,0.6200791054687258,2.7743932703124727,-1.4817409628906475,-46.30131842382809,1.0727516363229768,-3.5755577111198833,0.24240997235150785,26.371267028861542,4.256134153203124,0.5664504586549413,52.77084939785156
Iloilo,0.709412031054665,2.7680568099609175,-1.2995218548828333,79.1648935566406,-39.990538252113964,-4.323606326546409,0.0777271319915579,27.56277827453314,4.06757790484375,0.2739699709758545,61.93640157675782
Isabela,0.9962952958984168,3.8689234996093553,-1.827588711328147,-25.049106639648414,-11.484129121012472,-3.923286286038632,0.192088547843987,26.121688330989404,5.696512210937501,0.2290233307094227,51.43687840117187
Kalinga,-2.2123919378906507,0.391358602343729,-4.764472526367211,6.275299325683591,-12.254210716491997,-4.249967233866868,0.0938665304722398,21.52466679769655,5.155831138710937,-0.008424168834875179,51.83122821582032
La Union,1.5060524759765386,3.9098832722656027,-0.848182513281273,-69.94505019140624,2.1796107391614044,-3.456208455974225,0.43898925464080185,26.59283659829831,4.758065355546876,0.5639016817222737,48.78239084707032
Laguna,1.2277934285155965,3.2486482310546627,-0.7563952740234612,-18.915010064453156,-28.128776416016024,-3.884406828486129,0.16476762347250606,26.82589119458159,4.005043585078125,0.17520855624892562,56.93174896640624
Lanao del Norte,0.4059668968749719,2.659436435156227,-1.7966683414062743,42.533661447265615,-32.74764571378415,-2.08678462949264,0.3902133321254789,26.707114186143766,4.4561051765625,-1.3322204781247637,66.2516774046875
Lanao del Sur,0.3065741966796658,1.952621659960915,-1.2853122701172133,27.218135402343734,-30.413109317177657,-1.5894811524976804,0.4263577790072183,22.421391287683853,3.237934330078125,-2.0213595682496726,66.89664138476562
Leyte,0.336411262695286,2.243224306835913,-1.5210354367187726,41.13016476953126,-37.36690226752094,-3.637556721345286,0.10438516437324696,26.922774669184523,3.7642597735546874,-0.24929322136644938,60.0957895546875
Maguindanao del Norte,0.6610920488281025,2.6248525949218546,-1.2484989455078406,33.097448220947285,-32.67906079364144,-1.4935811801725865,0.4738562349128844,26.665582609025883,3.8733516404296866,-1.5838483913780008,65.29965704218749
Maguindanao del Sur,-0.7581067894531515,0.12937689082028925,-1.5955830662109598,16.264198994873027,-32.99028866478159,-1.553836799576574,0.5692151981617679,26.73815745312374,1.7249600570312484,-2.4574498147738986,63.208577809570315
Marinduque,0.9975865595702906,2.7003891939452878,-0.6560495748047117,-47.59952567871093,-34.19596011891139,-3.6630941130320283,0.15160537416803033,27.056138559602925,3.3564386987500003,0.12862709309566212,58.371443371093754
Masbate,1.3732121699218531,3.252700324804664,-0.4548804814453362,-33.14513531152343,-33.622579639918996,-4.132634013132088,0.1253983513967981,28.989404629352574,3.70758037625,0.1305129119499049,60.471722841601554
Misamis Occidental,2.824513619921852,5.009131429492161,0.6890691138671663,27.32976626171876,-36.87073248804634,-2.498904143348872,0.3295120457847827,27.394232634280204,4.320061915625,-0.8602037267678697,64.64887630136718
Misamis Oriental,-0.2343930105468992,0.018641406835918417,-0.43575982792971146,53.786109125976566,-29.25149027080164,-1.1079508905582116,0.3385296793336166,24.686369226948422,0.45440083476562343,-2.7568387537654924,64.67549777558594
Mountain Province,8.958174068359352,11.433387221289042,6.5321340189452926,-53.743512573242185,-14.340738877681673,-3.918656232050849,0.18143372485117654,27.791789160978293,4.90125419234375,1.2584011000918842,43.31762190019532
Negros Occidental,-0.2724959378906462,1.765175641015606,-2.2560103720703353,71.86851295019534,-52.50169367647777,-4.185492491823901,0.09059162912359464,27.06497925841766,4.021186013085938,0.046215137435059006,62.71306596484376
Negros Oriental,0.13020355703122988,2.2540004039062325,-1.9396891310547097,50.061680865234365,-51.18569188967314,-3.533366576816318,0.1472088580054195,26.099451005599,4.193689354960938,-0.1965730507212795,63.321897092187506
North Cotabato,-0.8268481548828319,-0.41624371718752684,-1.1982821408203321,33.48076552709961,-33.29734343799507,-1.3683730993181031,0.5077136515717057,26.27905427574727,0.7820377236328131,-2.866462105377019,64.66372540546875
Northern Samar,0.5229113769531004,2.3652839835937236,-1.2752972814453365,21.985259568359368,-29.761196577116635,-4.043145256017306,-0.1000183809835451,27.762022037165586,3.640581815039063,-0.07958711223590553,59.15972722226563
Nueva Ecija,-0.272707519921898,2.39205390273435,-2.884413942578149,-34.6596274321289,-3.6629706737468553,-3.940329562451086,0.328180378724628,25.055071214138376,5.276467745312501,0.25178902067166753,52.53601232226562
Nueva Vizcaya,0.43785773613279133,2.9771287958984125,-2.048090930664088,-52.38321822119144,-14.303054144443962,-3.9677582297202916,0.1256546064292891,22.70633713321128,5.025219836562499,0.09145835674395286,53.71304290136719
Occidental Mindoro,-0.650538220117209,1.64723290546873,-2.900810897460957,-11.385066556152339,-30.888611750329744,-3.2331179870053157,0.05851246474459937,25.61663421615852,4.548043402929688,0.14350600104716404,56.45393928710938
Oriental Mindoro,0.7655837558593532,2.961475149609349,-1.3792127966797096,-6.16256197851564,-36.272285170782766,-3.6122235221009613,0.09660792414864572,25.822709528160615,4.340687936289061,0.21657960792824404,59.10383575878906
Palawan,-0.33124647812502417,2.5670593761718514,-3.1790962394531483,12.178660313964826,-23.550361180806703,-3.441299107851994,-0.005908370654646,26.734818619572803,5.746155765624999,0.28566045736478207,56.48230039550782
Pampanga,0.8245712332031019,3.4693494146484163,-1.7718777517578381,-26.444303595214848,-12.353636780792698,-3.6047253944724353,0.45403623321186437,26.311396068592483,5.24122644640625,0.5168852368908552,50.532137630468746
Pangasinan,0.13720028749997937,2.4550080541015404,-2.130605879101587,-10.295434187011722,0.6003439806743813,-3.6633085647143937,0.5067302879305517,25.930289640427223,4.585613383203125,0.40100331954382407,49.5968649734375
Quezon,-0.4295090673828348,1.2045297990234154,-2.0136781785156472,-2.8318872778320383,-27.59388098618777,-3.487931409075749,0.09764396242194417,27.29145359106806,3.218207637539062,-0.0761492287304204,58.38910125136719
Quirino,0.7176771617187256,3.305639308203105,-1.822785884765647,-14.431987661621122,-15.449831540219833,-3.6527063073682404,0.11324481581404267,24.700137230319765,5.12842526296875,-0.024069373744146194,55.22022946113282
Rizal,0.6920280177734099,2.9339315341796635,-1.4990392468750215,-35.586608146484394,-22.967075102167,-3.8478394168562726,0.2054180308001622,25.026457356303787,4.4329706710546875,0.17799584892087106,56.59394563203125
Romblon,0.5374794078124765,1.9002857341796648,-0.7744997220703382,-32.713846045898435,-32.35937861213955,-3.910849797220961,0.08477211691518971,27.01764163132218,2.67478529625,0.15030928987790437,60.254742710937506
Samar,0.25622716640622656,2.4877700753906034,-1.925527794335963,75.11604903906252,-31.37140100970541,-3.914702576353476,-0.10904671714966047,27.23362561969139,4.413298099726561,-0.08274140213528947,59.013443742578126
Sarangani,-0.4200468970703355,1.1846794550781006,-1.9806153044922112,-11.646838339843754,-33.80522708589493,-1.0353444987166391,0.35612986998874,24.828321960988745,3.165294759570312,-1.8175806206536533,60.52454585703124
Siquijor,0.9147825642577914,2.8662957958984165,-0.987565167382833,-46.13687823339842,-43.17482884521522,-2.998733711903894,0.25279149345869356,27.453118946738236,3.8538599432812504,-0.7145330596620432,62.51845143808593
Sorsogon,0.3688208501952879,2.238466346289041,-1.450822494140649,28.525743791503942,-34.48238372408497,-3.930925336827914,0.0002665428458545893,28.27864578623554,3.689289100429687,0.0370301669283748,60.04256359609375
South Cotabato,-1.8085367470703382,-0.7129899525390826,-2.845743138085961,12.616155265283197,-35.144729680115006,-1.1397919066673572,0.4219189522045472,22.67192037418295,2.132752885546875,-2.3960509965774475,63.147396598828124
Southern Leyte,0.7179321289062273,2.126665398828102,-0.6466362927734579,72.13608821777342,-34.62391030017284,-2.8852409695519383,0.19888077016630745,26.469612799237503,2.7733014016015636,-0.9783469787811003,61.01854062871093
Sultan Kudarat,2.3615484216796645,4.386124297460913,0.3853086976562281,27.074856713623063,-34.227265522319954,-1.4711189154339932,0.5412768303817795,24.234797920210706,4.0008160998046876,-1.300272539154958,64.10906437011718
Sulu,0.33702849824216585,3.4701549189452834,-2.744011470703146,-4.504452125,-26.816793391429172,-1.75220212606184,0.03947339327155974,26.44101299882939,6.214166189648438,0.38915640337021706,56.010699882421875
Surigao del Norte,0.19594933691403682,0.3711501621093518,0.07075276347654125,199.60962781542966,-30.34849849952056,-1.9787562463440496,0.22536439908239547,28.44505878663397,0.30039684863281213,-1.9982827072552678,60.64363246074219
Surigao del Sur,-0.04667503496095904,-0.006422529882833317,-0.03413998476564828,142.12977269433594,-30.624703827467755,-1.1049475410339475,0.2787608697288301,27.216560749069384,0.02771685488281328,-2.5757714576035378,61.57749064316407
Tarlac,1.5324406257812235,3.6972283832031003,-0.5798492833984596,-11.521656636718774,-4.458198686340523,-3.9134882637525426,0.5256838939701803,25.649281917756433,4.277077506601564,0.41341062336915835,53.96100922148438
Zambales,2.694518162499975,5.067838094531226,0.3678626787109138,4.9506821459960975,-9.89982091753572,-3.101596967936766,0.5209622691694143,25.62656163358239,4.699975375820312,0.5609885052209056,50.99986017773437
Zamboanga Sibugay,-0.15603071367189614,2.8233784660155976,-3.0854394933593987,70.03332377026368,-39.43357321444475,-2.593507959674109,0.1861936558843248,27.821327767420545,5.9088187593749995,-0.21407341813746683,63.09708224941407
Zamboanga del Norte,1.3329207919921657,4.069759911132788,-1.3501715789062736,45.35755732128905,-40.09757921892435,-2.8055004941712083,0.2706665452491399,27.68099038783436,5.419930790039063,-0.33590915576636515,63.91909183593749
Zamboanga del Sur,-0.13994341777346264,2.5249892332031045,-2.755715772265649,59.43360342211912,-38.364754665964455,-2.4345378787560246,0.3141927957564765,26.771475134592308,5.28070420546875,-0.8734239845599698,67.09795621191407
