province,tmp,tmx,tmn,pre,srad,ws,vpd,vap,dtr,pet,cld
Bukidnon,0.08666516894528797,0.39246870195309924,-0.16621881230470947,32.26814557031247,-31.846377765312923,-1.090397911203695,0.4036637416185419,22.601532946781063,0.5586884142578121,-2.8449463198319873,66.36676388496093
Bulacan,1.3322364982421604,3.561783407031225,-0.8523004552734612,-56.03437518164063,-16.840115341463132,-3.9246485756176743,0.2773914512313196,26.527919249232315,4.414083992304689,0.6076642893489828,51.94814446113282
Camarines Norte,-0.32116669218752136,1.2733073548827925,-1.872304387500023,28.999968995605457,-28.51597835006953,-3.7630140257342832,0.07679509094208825,27.478225010502904,3.1456118123828123,0.02133957661771735,58.86362840898438
Camarines Sur,0.09459380585935406,1.9141790966796641,-1.6754103367187732,6.778239155761696,-31.086001558314393,-3.8385804283337155,0.051209764779877154,27.41458953759456,3.589589393398438,0.1530666285136002,59.47595360820312
Camiguin,0.0973311027343513,1.1290701943359167,-0.8769078888672084,30.231682934570358,-30.738241048177258,-1.862968216641748,0.3066904417721185,25.647047011421964,2.005978083203125,-1.9519640059107646,63.174248685937506
Capiz,-0.061221614257835455,1.9440391660155996,-2.0159217910156464,70.09071674560545,-32.89986482395611,-4.2387848607974,0.04131538477399743,27.11554581683239,3.959960217031249,0.32674026047228333,60.633072218554695
Catanduanes,0.6622656146484154,2.8166983279296645,-1.4429973468750212,20.993904808593754,-31.169788565687497,-3.5161136099497527,0.022851882035823556,26.604393881017366,4.259695954804688,0.15713647461800084,59.37439452089843
Cavite,-0.29194567089846046,1.9420384937499762,-2.4809353390625226,-16.483837591796885,-28.17928739129971,-3.6894942030043887,0.20348857461395597,25.74768387956354,4.422973762812501,0.36703366960727823,53.26958795175781
Cebu,0.37334421582028554,2.639776621289041,-1.8425247343750222,11.509120980224623,-46.92833337429701,-3.9312681837401966,0.19878263659025697,26.380135926909322,4.482301645664062,-0.05085624666457278,61.713933925781255
Davao Occidental,1.6774072265624795,2.7836035455077877,0.6187173111327873,-7.9878171066894765,-35.98091538544182,-0.5167401149493354,0.38146083797568187,23.576851190197907,2.1648865343750003,-2.015533239316823,62.30265787070313
Davao Oriental,1.2645065255859116,1.7113344986327874,0.8639344560546611,25.797102258789067,-33.45394145267156,-0.5542227398464987,0.3447701869687224,25.63634252556567,0.847400542578125,-2.3136704132350787,62.52105694726563
Davao de Oro,-0.5737769658203362,-0.2653112494140828,-0.8297519375000242,31.449991714843748,-34.163217993164466,-0.7252969922892307,0.35771290303024567,24.27216242974887,0.5644411880859366,-2.744332960349025,63.57017169726562
Davao del Norte,-1.2450959654297087,-1.3054358416015859,-1.1330886892578356,18.726769074951193,-33.5686811865836,-0.2504776672037692,0.4423589039048787,26.41832050308607,-0.17234745234375026,-3.023683920434567,64.12199649902344
Davao del Sur,-1.8648183554687705,-1.555767662500024,-2.1238591931640833,26.393571579345718,-35.42054140261905,-0.1270631619696181,0.38621031555841223,24.311336715298115,0.568091630664064,-3.033767503821942,64.24533298183593
Dinagat Islands,0.19388984062497983,1.3984294251952925,-0.9564730886718991,140.17914541699218,-31.27403640668851,-3.065171704962321,0.16564674695028936,27.083078305123294,2.354902633867188,-0.9152798136285085,60.12186794472657
Eastern Samar,0.10922874550778872,2.0866411548827877,-1.815689267382833,118.40055493310544,-30.494013245248368,-3.475240219558604,-0.05439324090988562,27.562472789410034,3.9023304622656254,-0.31794274631366903,58.76535181191405
Guimaras,-0.498090039843774,1.6444370455077895,-2.5897799734375226,32.12318367822266,-45.479055246547034,-3.882463689831725,0.03763405103816486,26.910065883903776,4.2342169589453125,0.13081728440026552,60.1973988609375
Ifugao,3.3757087779296633,6.220525432226534,0.5875615753905983,-50.700697417480455,-12.750667215983498,-4.391585105260216,0.17990531572405605,24.30013925293037,5.632963556835938,0.5114738292586751,50.98074621972657
Ilocos Norte,0.41042008164060206,2.813690205078103,-1.9478439382812702,6.741819932128919,-1.8183999058825009,-4.065167087748436,0.20636225198631797,23.953837658505453,4.761533653359375,0.7850465351754141,40.03286543046876
Ilocos Sur,0.5808090859374779,2.796362874804661,-1.582241451171896,-70.45533301123044,3.7691566656198745,-3.7997089409782814,0.2576235436692358,26.347706800804275,4.378604245976563,0.6719347144444541,51.69228738613281
Iloilo,0.6164158152343546,2.7360347152343536,-1.453489140039082,81.87006323437498,-38.25772880387177,-4.229959371056297,0.07600306747100394,27.544802421620883,4.1895230952734375,0.36504634844562833,61.243277797460934
Isabela,0.8617616044921661,3.7676570201171664,-1.9953652005859581,-36.54012989404296,-9.827058198160927,-4.052116289777035,0.18773610263003637,26.099657511213845,5.763022220703125,0.2783230944380639,50.77405003203125
Kalinga,-2.3171496283203368,0.3428264978515436,-4.925446647460962,-9.63572057177737,-10.68653951287871,-4.407301370829758,0.09781542023039325,21.500126140407072,5.2682731553124995,0.06632859572768357,51.20415973437501
La Union,1.4749245462890386,3.948722993945289,-0.9492903013672134,-84.13779463720701,5.293960104395779,-3.662882078105573,0.45212939618275394,26.573419875678827,4.8980128653125,0.6831918951946063,47.53665110097656
Laguna,1.1104258748046618,3.2280610728515384,-0.9705432232422098,-29.940377801269562,-27.593429431152742,-4.215300726496383,0.1586376901949813,26.808315328237068,4.19860437609375,0.28135161843855006,56.71761017246093
Lanao del Norte,0.2527533958984094,2.5634647554687255,-2.007123663671898,52.35931604931639,-33.22445845792478,-1.9070874496983286,0.37080769495625865,26.694831561868668,4.5705888191406245,-1.3051300019252312,66.44240250234374
Lanao del Sur,0.15398020253903866,1.8444826218749775,-1.4823612203125265,40.80199923291016,-31.127800479287032,-1.4493208064664915,0.4042094051044112,22.416585371940453,3.3268442421874997,-2.0255484223743805,67.18251784960937
Leyte,0.15657422656247277,2.123897524609351,-1.761379675000022,44.021349767089845,-37.02900401312641,-3.7469751135266827,0.08637240071714414,26.90257340996286,3.885277229609375,-0.19373281638556472,59.96063025292969
Maguindanao del Norte,0.5023792802734128,2.5384573312499796,-1.4795414259765884,44.52681147167971,-33.415425539735196,-1.3640475555235385,0.4545575344435358,26.652162655011313,4.017998857226561,-1.5555613546666596,65.594202940625
Maguindanao del Sur,-0.9408063744140875,0.04495916621091567,-1.8765736667968973,28.969666981933585,-33.77105953880502,-1.4490281829383906,0.547173697027647,26.71877580379373,1.9215329330078115,-2.427753841719208,63.52088615917969
Marinduque,0.8614781611327906,2.66081399863279,-0.8886972798828374,-49.69538749511719,-33.283837011001225,-3.9275957323710173,0.14658234000128367,27.033877319417602,3.549511208515625,0.24187564258755412,58.00659412792969
Masbate,1.2616856806640406,3.180828376562477,-0.606067615234398,-34.365551571289046,-32.17800719118853,-4.141832440332405,0.12087168684765559,28.970316093132087,3.786895561796875,0.18839750449323045,59.893893862109366
Misamis Occidental,2.648826974414039,4.904779622851539,0.4420384742187302,35.151156795166,-37.4413242238862,-2.3293469057237495,0.3127351469263131,27.378602368363232,4.462740748632812,-0.822730769739116,64.87711299570313
Misamis Oriental,-0.3682064871094006,-0.102415722070333,-0.5823174451172122,64.14056927001954,-29.59860941142665,-0.9709374551944421,0.3154369692709694,24.682789550326817,0.4799013230468745,-2.777767218679912,64.81434543183593
Mountain Province,8.871748287109352,11.413065566015604,6.379598008203104,-69.53137268066405,-12.363028916744156,-4.1128978034772405,0.18522189593154897,27.77593796040789,5.0334685478125,1.3369638331105858,42.52653791582032
Negros Occidental,-0.3963728910156483,1.732515728906229,-2.4710891074219,74.73653052832032,-51.29929804659494,-4.1950368643824945,0.08161530673425843,27.046621302183837,4.203604836328125,0.16582750356352127,62.23210771289063
Negros Oriental,-0.04439971445314583,2.1913478160156075,-2.226255293164087,51.049865221923824,-51.09557958498564,-3.5010634819524262,0.1315581066410958,26.0785703651357,4.417602929179688,-0.07995103027480344,63.28585217031251
North Cotabato,-0.9970813091797055,-0.5059287757812783,-1.4490725460937703,48.5998199399414,-33.903883354987244,-1.2490988645463745,0.48489327193878856,26.26426296008318,0.9431430703125017,-2.850472633222506,64.90634137226563
Northern Samar,0.35839416503904076,2.2653145011718507,-1.5043530675781476,13.31132463183593,-29.465049421354934,-4.261061935399631,-0.12105917853614157,27.748555347699277,3.7696681187500007,-0.017548214028316522,59.041268359960945
Nueva Ecija,-0.34856811562502443,2.387149727929664,-3.031237062695336,-46.05184392382813,-2.6247260448405996,-4.147182236935339,0.3299133951406841,25.037487565038305,5.418386690625001,0.34038906294178073,52.12071447070312
Nueva Vizcaya,0.35490790703122954,2.9664049189452903,-2.203248401367212,-60.7770643515625,-12.040073492588505,-4.184020665633378,0.12828311893791333,22.689051970186476,5.169653430312499,0.18996826904378183,52.807850640625006
Occidental Mindoro,-0.7716807982422083,1.6101723585937293,-3.1060324550781466,-13.2349322788086,-29.944294123376608,-3.408974958746038,0.050631078139061425,25.59810060641083,4.716204413671875,0.24739848623084626,56.07621223632813
Oriental Mindoro,0.6509139560546657,2.9117528595702886,-1.5588209509765854,-4.509949673828146,-35.25736512683744,-3.7605105322938326,0.0919233966618993,25.804448523329288,4.470573800546875,0.2969009171038999,58.69786774121094
Palawan,-0.35135145859377204,2.5552887462890403,-3.2075386222656483,13.2854397939453,-21.68705551674421,-3.492230037035953,0.004114926774388961,26.72040737679441,5.762827518554686,0.32128615394067905,55.73697812988282
Pampanga,0.7678543142577894,3.5308087652343545,-1.9467648367187742,-31.842306219726566,-11.651335755402073,-3.8917807438224115,0.45619905987352116,26.297259505970075,5.477572881953124,0.6577040758113335,50.2512172203125
Pangasinan,0.12310116640622937,2.501999020898417,-2.2057950880859636,-19.580074689941426,3.4921957873149836,-3.831146041444741,0.5205181224950148,25.91350297843498,4.707793558984374,0.5108274166371052,48.44012425078125
Quezon,-0.5556138037109584,1.1382425675781036,-2.1996156785156487,-12.628061899414035,-27.413300847027614,-3.805256047442448,0.08946058777666877,27.272378423962827,3.3378579060937494,-0.015669884290657965,58.31686919570312
Quirino,0.6010511851562264,3.2403133804687307,-1.9907119101562714,-23.95302495410158,-13.53000884734874,-3.8273000897931677,0.11010604437534766,24.68179474007181,5.231025360625,0.04701467120048575,54.45230038398438
Rizal,0.5907584865234128,2.9211202548827906,-1.688776185351589,-50.52783586865232,-22.61318411095607,-4.17795726239155,0.20027204107755248,25.011812312428724,4.609896330234375,0.271730730787473,56.452389235546875
Romblon,0.4441261363281015,1.848601163867162,-0.9095247464844007,-30.571808082031254,-30.997524058916895,-3.950901066752211,0.08585634988761415,26.997160142786306,2.758125750351563,0.21143870754226102,59.71000088964844
Samar,0.08806615566404119,2.3552291818359166,-2.1292997669922116,71.13727401464845,-31.36230982318196,-4.098660486891196,-0.13286780389210057,27.22192680350486,4.484529178828124,-0.05615777713747461,59.00980726796875
Sarangani,-0.5502959205078355,1.131960338867163,-2.188385079882835,1.12082370849609,-34.846779820269916,-0.9398639851439465,0.34738815622759756,24.809762035065013,3.3203454187499997,-1.798174819144048,60.94116695078124
Siquijor,0.7355925007812303,2.775646381835916,-1.2552928285156462,-44.16100390478516,-43.43119176025428,-2.888861728375757,0.23522337636988466,27.43305523570798,4.030938190351563,-0.6464366207569854,62.62099660410156
Sorsogon,0.22587956601559966,2.1541096568359137,-1.6523544765625218,23.855640336914092,-33.75261382662404,-4.079636875142734,-0.011745064371625036,28.25982491345843,3.806464393398437,0.10387816087436308,59.750655637109375
South Cotabato,-2.002109745117213,-0.7860154652343958,-3.159869725000025,26.28565904946288,-35.98043372064237,-1.0432109244591052,0.4079147155938748,22.645694554070435,2.3738539597656247,-2.3553751224581227,63.48167821503906
Southern Leyte,0.5472442626952905,2.0170004818359146,-0.8783318494140886,80.38695949462888,-34.514700095094696,-2.91279233445062,0.18464965758926855,26.44910472671249,2.8953320412500005,-0.9405699616052234,60.97485654667968
Sultan Kudarat,2.172183797656224,4.303357573828102,0.08934617324216632,39.23673949560549,-35.241750690776996,-1.3831832770062586,0.5283938068089915,24.214939059338086,4.2140119005859376,-1.2600730216736946,64.5148584375
Sulu,0.29075469453122693,3.4233501093749723,-2.789748165039086,-1.3057964243164122,-27.7467586013901,-1.6312212911009023,0.0401792981725011,26.430602652079482,6.213098074414063,0.37301809813674947,56.38268596640625
Surigao del Norte,0.06201073828122716,0.2880385898437261,-0.11401591328127125,203.49539594287108,-30.31250454200105,-1.9743258807816104,0.2009594705940292,28.440229410023814,0.4020539531249998,-1.97640425629961,60.629234877734376
Surigao del Sur,-0.1502761091797069,-0.09666300839845832,-0.1511199652344004,144.37699254296876,-30.600478973952136,-1.0225442388412596,0.2551460581799415,27.21811264374593,0.054456356835938635,-2.581217444064966,61.567800701757825
Tarlac,1.4942967048827853,3.753798817773415,-0.7126984044922082,-18.509882955078155,-3.235113664367873,-4.143907470371805,0.5310543759346523,25.636493109391694,4.466497062265626,0.5312589012357538,53.47177521269532
Zambales,2.6751211898437255,5.119882772265601,0.27703321093747846,-5.074479597167965,-8.280605524469308,-3.262544910670531,0.5284897295366684,25.615568567894034,4.842849521328125,0.6563453032693469,50.35217402050781
Zamboanga Sibugay,-0.26140180742189756,2.7789967521484087,-3.2518030187500244,72.43197870800782,-39.41925894442522,-2.319879224131812,0.18177733851799194,27.802384857665405,6.030800570898437,-0.14817311705214076,63.091356541406256
Zamboanga del Norte,1.180665542968729,3.993630760742164,-1.5785407195312757,48.56053812573239,-40.39389422136574,-2.600471697975224,0.2603411979508289,27.660479476538196,5.572170780273439,-0.26923724761605916,64.03761783691405
Zamboanga del Sur,-0.280058774218773,2.4480025388671685,-2.958941480273463,65.91960729785154,-38.47778109418712,-2.206266513590314,0.3030853221458779,26.752766185360564,5.406943219140624,-0.8223718938468032,67.14316678320311
