province,year,pre,tmp
Camarines Sur,2026,282.0034,27.092412193148764
Camarines Sur,2027,286.27103,27.12868637384155
Camarines Sur,2028,167.55412,26.995881652832054
Camarines Sur,2029,247.94283,27.84005351347084
Camarines Sur,2030,238.11609,27.08806523341761
Camarines Sur,2031,222.00464,27.18033183976718
Camarines Sur,2032,184.53731,27.39369862874351
Camarines Sur,2033,220.85744,27.33465878355739
Camarines Sur,2034,316.86874,27.5566324271408
Camiguin,2025,185.2522,27.424780782063824
Camiguin,2026,246.72101,27.601246134440128
Camiguin,2027,227.4879,27.64420089721682
Camiguin,2028,184.33818,26.80441309611005
Camiguin,2029,211.20323,28.422233835856144
Camiguin,2030,252.25365,27.43328501383466
Camiguin,2031,196.80737,27.343916829427105
Camiguin,2032,166.47285,27.64663467407229
Camiguin,2033,208.4159,27.399264272054058
Camiguin,2034,282.66534,28.007488505045597
Capiz,2025,169.57524,27.870319620768253
Capiz,2026,206.0688,27.861160532633487
Capiz,2027,227.27562,27.81835517883303
Capiz,2028,151.70761,27.67869084676109
Capiz,2029,216.3466,28.440934117635113
Capiz,2030,194.79857,27.772350565592472
Capiz,2031,189.20924,27.901365534464542
Capiz,2032,183.37334,28.078001912434917
Capiz,2033,183.89961,27.99047368367515
Capiz,2034,269.16882,28.081474558512394
Catanduanes,2025,194.40947,26.925570424397808
Catanduanes,2026,287.35336,26.918589952256966
Catanduanes,2027,279.64813,26.967805480957054
Catanduanes,2028,171.09735,26.761568111843555
Catanduanes,2029,234.9937,27.570683627658443
Catanduanes,2030,247.84785,26.87537494235571
Catanduanes,2031,217.77708,26.975627729627845
Catanduanes,2032,183.87206,27.13098805745445
Catanduanes,2033,217.5437,27.076652781168644
Catanduanes,2034,314.9799,27.354820081922767
Cavite,2025,220.55101,27.6831616719564
Cavite,2026,214.75952,27.58351860046389
Cavite,2027,224.33672,27.616467412312847
Cavite,2028,150.2112,27.62932929992678
Cavite,2029,209.20934,28.34933433532717
Cavite,2030,152.02412,27.61557032267255
Cavite,2031,169.1269,27.881806945800804
Cavite,2032,196.83952,28.066374079386417
Cavite,2033,210.00739,27.95049629211428
Cavite,2034,221.28389,27.906655248006206
Cebu,2025,128.32104,27.547162743770738
Cebu,2026,171.50185,27.66338027029329
Cebu,2027,183.2401,27.613467499704097
Cebu,2028,125.84543,27.230472703413554
Cebu,2029,156.72717,28.266037241617862
Cebu,2030,177.18085,27.561400003144257
Cebu,2031,149.18333,27.580400663433675
Cebu,2032,134.13216,27.776016489664737
Cebu,2033,145.00877,27.65294325857454
Cebu,2034,216.5904,27.897726486668464
Davao Occidental,2025,150.15355,26.209746551513692
Davao Occidental,2026,164.05118,26.173324330647812
Davao Occidental,2027,179.58888,26.17326660156252
Davao Occidental,2028,156.56728,25.666760508219426
Davao Occidental,2029,145.81831,26.694240315755234
Davao Occidental,2030,160.74167,26.18582712809247
Davao Occidental,2031,157.45735,26.2744822184245
Davao Occidental,2032,125.66989,26.572364298502624
Davao Occidental,2033,157.03313,26.063163248697936
Davao Occidental,2034,180.64272,26.330722554524765
Davao Oriental,2025,172.36647,26.492315455845446
Davao Oriental,2026,194.72986,26.524249921526252
Davao Oriental,2027,195.9716,26.495768120175338
Davao Oriental,2028,192.20135,25.85175239926295
Davao Oriental,2029,177.91003,26.97657692318873
Davao Oriental,2030,187.63019,26.279231371198406
Davao Oriental,2031,165.20335,26.40227951776416
Davao Oriental,2032,148.83643,26.763857777913433
Davao Oriental,2033,186.59438,26.410408455984953
Davao Oriental,2034,213.18156,26.601485915411107
Davao de Oro,2025,170.36252,26.86297760009768
Davao de Oro,2026,197.13197,26.86267315092543
Davao de Oro,2027,190.07147,26.92385653541204
Davao de Oro,2028,190.13939,26.230579630533878
Davao de Oro,2029,179.84973,27.421703592936222
Davao de Oro,2030,179.00716,26.516247049967472
Davao de Oro,2031,154.0074,26.746853855678037
Davao de Oro,2032,144.8425,27.22896147228425
Davao de Oro,2033,182.16913,26.824727085658505
Davao de Oro,2034,209.04326,26.99356268019906
Davao del Norte,2025,172.67659,27.353650665283226
Davao del Norte,2026,201.76599,27.319651540120464
Davao del Norte,2027,193.82927,27.43024946848554
Davao del Norte,2028,190.82735,26.738228098551456
Davao del Norte,2029,187.63884,27.962121264139835
Davao del Norte,2030,182.18666,26.9843205769857
Davao del Norte,2031,153.22519,27.25382830301923
Davao del Norte,2032,147.06615,27.7744505564372
Davao del Norte,2033,184.20659,27.32802289326988
Davao del Norte,2034,210.93793,27.525201416015648
Davao del Sur,2025,131.14105,25.698563300238735
Davao del Sur,2026,153.05019,25.642022705078148
Davao del Sur,2027,157.15508,25.712500508626324
Davao del Sur,2028,148.51544,25.189856465657574
Davao del Sur,2029,140.53723,26.27985026041669
Davao del Sur,2030,140.9351,25.53427700466582
Davao del Sur,2031,126.591835,25.750812784830753
Davao del Sur,2032,119.1296,26.125904337565128
Davao del Sur,2033,144.92201,25.639204067654102
Davao del Sur,2034,159.96312,25.8657657199436
Dinagat Islands,2025,189.46613,27.643169657389347
Dinagat Islands,2026,272.6788,27.818900044759136
Dinagat Islands,2027,254.20805,27.80831680297854
Dinagat Islands,2028,195.5763,27.068984815809486
Dinagat Islands,2029,225.60188,28.525489213731575
Dinagat Islands,2030,296.1525,27.640699005126976
Dinagat Islands,2031,224.66174,27.513507249620247
Dinagat Islands,2032,190.40944,27.76961754692928
Dinagat Islands,2033,233.04564,27.64799567328561
Dinagat Islands,2034,309.89804,28.17117631700306
Eastern Samar,2025,168.86101,27.433806505390265
Eastern Samar,2026,261.4894,27.505447716806472
Eastern Samar,2027,261.6033,27.480509320427412
Eastern Samar,2028,180.54848,27.128240577847375
Eastern Samar,2029,205.69673,28.017883181104494
Eastern Samar,2030,294.3187,27.404271772796054
Eastern Samar,2031,214.67741,27.38880310058596
Eastern Samar,2032,183.9478,27.533207642798356
Eastern Samar,2033,203.90753,27.523328025668295
Eastern Samar,2034,315.51877,27.768600344190432
Guimaras,2025,137.0885,28.087287733289955
Guimaras,2026,167.48799,28.096132744683185
Guimaras,2027,183.2299,28.047781032986133
Guimaras,2028,143.08879,27.955836656358528
Guimaras,2029,194.07512,28.672808159722248
Guimaras,2030,149.70769,28.01691589355471
Guimaras,2031,148.90965,28.16020185682511
Guimaras,2032,153.72295,28.38489430745445
Guimaras,2033,161.43445,28.26565873887806
Guimaras,2034,202.62456,28.297136773003498
Ifugao,2025,319.65195,22.12148755391441
Ifugao,2026,295.28683,22.01826947530113
Ifugao,2027,310.3094,22.085809326171898
Ifugao,2028,209.4359,22.025790786743187
Ifugao,2029,287.17908,22.629645919799827
Ifugao,2030,238.93672,21.804276402791363
Ifugao,2031,217.25493,22.148522949218773
Ifugao,2032,247.2046,22.388244883219425
Ifugao,2033,258.52042,22.351668294270855
Ifugao,2034,338.13348,22.263230895996116
Ilocos Norte,2025,193.20705,25.267043776739232
Ilocos Norte,2026,194.01453,25.11340702601844
Ilocos Norte,2027,203.01422,25.26974785214381
Ilocos Norte,2028,152.3857,25.273849559965612
Ilocos Norte,2029,186.32127,25.8673772176107
Ilocos Norte,2030,183.60231,24.9227978660947
Ilocos Norte,2031,122.13068,25.251056925455753
Ilocos Norte,2032,154.04709,25.65490003313339
Ilocos Norte,2033,144.69563,25.55435478573756
Ilocos Norte,2034,197.69646,25.492390659877255
Ilocos Sur,2025,283.5894,26.70736878712974
Ilocos Sur,2026,266.5878,26.602807299296085
Ilocos Sur,2027,276.78555,26.700070953369163
Ilocos Sur,2028,187.19592,26.72029266357424
Ilocos Sur,2029,261.23825,27.297523117065452
Ilocos Sur,2030,233.99431,26.41015777587893
Ilocos Sur,2031,174.35332,26.763983027140323
Ilocos Sur,2032,213.54755,27.098849550883
Ilocos Sur,2033,217.46425,27.01489664713544
Ilocos Sur,2034,283.61932,26.897407786051456
Iloilo,2025,147.12321,27.51433419121639
Iloilo,2026,180.67046,27.5187444051107
Iloilo,2027,199.47673,27.468187798394123
Iloilo,2028,141.54784,27.342890252007404
Iloilo,2029,196.86284,28.09267684088815
Iloilo,2030,167.18784,27.424056413438606
Iloilo,2031,165.49162,27.558514955308723
Iloilo,2032,163.9158,27.752411566840298
Iloilo,2033,166.80713,27.657148827446857
Iloilo,2034,231.06714,27.721653662787563
Isabela,2025,241.34727,25.717622629801454
Isabela,2026,269.77975,25.58499908447268
Isabela,2027,275.50006,25.670312118530294
Isabela,2028,189.49815,25.54973691304527
Isabela,2029,261.75555,26.229431915283225
Isabela,2030,216.46504,25.35561612447105
Isabela,2031,211.59349,25.640553029378278
Isabela,2032,195.10933,25.93057823181155
Isabela,2033,224.30162,25.88490486145022
Isabela,2034,335.9552,25.912676874796574
Kalinga,2025,247.96385,23.349911838107662
Kalinga,2026,253.99355,23.218677351209877
Kalinga,2027,257.7083,23.301545291476803
Kalinga,2028,177.82153,23.24228227403431
Kalinga,2029,233.35054,23.855088806152366
Kalinga,2030,207.47554,22.97786526150176
Kalinga,2031,165.03596,23.288239203559048
Kalinga,2032,187.71614,23.637145826551674
Kalinga,2033,202.44757,23.564895460340736
Kalinga,2034,273.0356,23.483430480957054
La Union,2025,320.3035,26.829834238688175
La Union,2026,279.98083,26.74454566107858
La Union,2027,285.30017,26.822235785590298
La Union,2028,193.44867,26.80753309461808
La Union,2029,273.37723,27.396318478054493
La Union,2030,224.34715,26.577413177490257
La Union,2031,202.70575,26.947353617350284
La Union,2032,246.21532,27.170588005913654
La Union,2033,250.3962,27.105616505940777
La Union,2034,290.62622,26.998317125108528
Laguna,2025,242.15405,27.204732259114607
Laguna,2026,279.65225,27.10425211588544
Laguna,2027,291.15918,27.143398539225284
Laguna,2028,173.96747,27.16413828531903
Laguna,2029,289.72977,27.869239298502624
Laguna,2030,231.90947,27.12018178304039
Laguna,2031,218.9513,27.37527465820315
Laguna,2032,201.62622,27.58605600992841
Laguna,2033,250.49335,27.507499694824244
Laguna,2034,349.12183,27.46384226481122
Lanao del Norte,2025,145.10486,26.937603759765647
Lanao del Norte,2026,189.938,26.941236368815126
Lanao del Norte,2027,177.13231,27.03833974202476
Lanao del Norte,2028,155.96266,26.651359049479186
Lanao del Norte,2029,184.49449,27.751027933756532
Lanao del Norte,2030,180.128,26.90377044677737
Lanao del Norte,2031,139.63965,27.07601165771487
Lanao del Norte,2032,147.36195,27.43741607666018
Lanao del Norte,2033,173.62292,27.022994486490905
Lanao del Norte,2034,206.85262,27.32624409993492
Lanao del Sur,2025,153.27667,24.21778004964195
Lanao del Sur,2026,199.5636,24.193004014756966
Lanao del Sur,2027,188.45476,24.304861111111137
Lanao del Sur,2028,169.38708,23.880077616373722
Lanao del Sur,2029,190.94481,25.076404401991127
Lanao del Sur,2030,178.86214,24.07546132405601
Lanao del Sur,2031,148.79457,24.292982567681232
Lanao del Sur,2032,156.79486,24.7771909925673
Lanao del Sur,2033,183.99538,24.282149251302105
Lanao del Sur,2034,209.99287,24.616412946913
Leyte,2025,169.16048,26.99222507850799
Leyte,2026,245.13152,27.123363300398307
Leyte,2027,253.13489,27.062408925972758
Leyte,2028,167.38394,26.615840418198555
Leyte,2029,195.48555,27.70155546898938
Leyte,2030,275.65527,27.015867674584502
Leyte,2031,210.76251,26.955466506060457
Leyte,2032,177.79997,27.142568730373032
Leyte,2033,193.47346,27.070699235504772
Leyte,2034,299.9435,27.36074323467182
Maguindanao del Norte,2025,124.99207,27.001985592312305
Maguindanao del Norte,2026,159.29533,26.944661712646507
Maguindanao del Norte,2027,154.82068,27.036539120144337
Maguindanao del Norte,2028,139.98415,26.709470791286915
Maguindanao del Norte,2029,147.89847,27.775530751546246
Maguindanao del Norte,2030,145.37746,26.915885331895637
Maguindanao del Norte,2031,127.740814,27.120439995659748
Maguindanao del Norte,2032,128.64732,27.55439910888674
Maguindanao del Norte,2033,150.30083,27.049306488037132
Maguindanao del Norte,2034,166.88225,27.326985507541256
Maguindanao del Sur,2025,122.854195,28.009237162272157
Maguindanao del Sur,2026,149.62744,27.93820953369143
Maguindanao del Sur,2027,149.33908,28.01838277180992
Maguindanao del Sur,2028,138.7072,27.634937032063828
Maguindanao del Sur,2029,134.7369,28.699984232584658
Maguindanao del Sur,2030,135.14142,27.913994852701848
Maguindanao del Sur,2031,125.77584,28.096721394856797
Maguindanao del Sur,2032,121.22345,28.48091328938804
Maguindanao del Sur,2033,143.63454,27.99792582194013
Maguindanao del Sur,2034,153.8662,28.257515462239606
Marinduque,2025,217.75282,26.643972560337634
Marinduque,2026,249.08394,26.559448314848424
Marinduque,2027,260.56186,26.584846932547453
Marinduque,2028,165.1303,26.498776826404413
Marinduque,2029,248.25612,27.35410824730285
Marinduque,2030,232.82123,26.577212451753184
Marinduque,2031,213.28294,26.700553240094887
Marinduque,2032,196.29149,26.94993780226937
Marinduque,2033,227.78935,26.862754531133763
Marinduque,2034,324.28268,26.986425926571822
Masbate,2025,173.77136,27.648821661207435
Masbate,2026,240.61745,27.638101832071964
Masbate,2027,255.57849,27.58823716905384
Masbate,2028,158.16469,27.42193544175892
Masbate,2029,207.17885,28.266142463684105
Masbate,2030,232.75587,27.570848295423744
Masbate,2031,210.08101,27.651345083448646
Masbate,2032,181.26915,27.80733239915638
Masbate,2033,187.02525,27.77096328735354
Masbate,2034,293.59158,27.92624149322512
Misamis Occidental,2025,163.38206,27.581932746039517
Misamis Occidental,2026,215.62172,27.637692175971157
Misamis Occidental,2027,198.48724,27.727009921603756
Misamis Occidental,2028,166.25273,27.246409352620464
Misamis Occidental,2029,204.67407,28.425155893961612
Misamis Occidental,2030,216.71318,27.611329227023678
Misamis Occidental,2031,154.95732,27.709524197048633
Misamis Occidental,2032,156.02185,27.95507753160267
Misamis Occidental,2033,184.69872,27.65349095662437
Misamis Occidental,2034,247.71474,28.017581346299934
Misamis Oriental,2025,162.66512,26.691804928249805
Misamis Oriental,2026,215.2544,26.7930241054959
Misamis Oriental,2027,192.85875,26.882525168524868
Misamis Oriental,2028,165.24017,26.10408236185712
Misamis Oriental,2029,193.13765,27.69739345974395
Misamis Oriental,2030,207.59926,26.560165447658985
Misamis Oriental,2031,162.19945,26.563397343953472
Misamis Oriental,2032,149.74846,26.964918390909855
Misamis Oriental,2033,186.59247,26.704433271620033
Misamis Oriental,2034,235.85982,27.255741585625568
Mountain Province,2025,308.94174,20.95031382242841
Mountain Province,2026,288.03503,20.839848666720943
Mountain Province,2027,298.1365,20.912060038248722
Mountain Province,2028,204.62663,20.8672559950087
Mountain Province,2029,270.79752,21.465098741319466
Mountain Province,2030,232.58595,20.61990932888457
Mountain Province,2031,195.58293,20.958628167046463
Mountain Province,2032,233.90184,21.24354451497398
Mountain Province,2033,242.08083,21.1882271660699
Mountain Province,2034,308.4904,21.084191894531273
Negros Occidental,2025,138.91951,27.184960654929853
Negros Occidental,2026,172.55713,27.219765105070916
Negros Occidental,2027,189.23877,27.185874769422767
Negros Occidental,2028,140.35155,27.016155214662927
Negros Occidental,2029,184.10573,27.800409783257404
Negros Occidental,2030,164.20988,27.132443576388912
Negros Occidental,2031,150.06885,27.270023458975356
Negros Occidental,2032,146.38087,27.477782751012754
Negros Occidental,2033,158.49364,27.347282098840807
Negros Occidental,2034,215.95683,27.431296991418932
Negros Oriental,2025,139.96516,26.773862275623163
Negros Oriental,2026,173.6402,26.82175234840032
Negros Oriental,2027,186.30737,26.836152103969052
Negros Oriental,2028,140.4392,26.577987561907108
Negros Oriental,2029,172.67766,27.42302402314688
Negros Oriental,2030,171.99324,26.760115559895855
Negros Oriental,2031,141.60365,26.90989619663786
Negros Oriental,2032,134.77103,27.085031854538713
Negros Oriental,2033,149.18852,26.904226466587634
Negros Oriental,2034,215.33916,27.061034320649668
North Cotabato,2025,141.6449,27.305042775472028
North Cotabato,2026,174.53735,27.251395416259786
North Cotabato,2027,169.61293,27.35810190836591
North Cotabato,2028,159.61937,26.88286972045901
North Cotabato,2029,164.06413,28.02748743693036
North Cotabato,2030,154.15686,27.091782379150413
North Cotabato,2031,134.4425,27.343392181396506
North Cotabato,2032,137.51387,27.83300882975263
North Cotabato,2033,163.40845,27.319336446126325
North Cotabato,2034,179.39403,27.57240905761721
Northern Samar,2025,179.85304,27.682959297375827
Northern Samar,2026,273.2029,27.72980632292921
Northern Samar,2027,284.2827,27.688811434232292
Northern Samar,2028,180.80946,27.447715328901264
Northern Samar,2029,212.9738,28.26576346372949
Northern Samar,2030,284.37775,27.61946004231773
Northern Samar,2031,230.40259,27.685606110401665
Northern Samar,2032,194.49231,27.79383533184347
Northern Samar,2033,200.92473,27.80025908641328
Northern Samar,2034,323.75574,27.99651430570165
Nueva Ecija,2025,285.34567,26.146819051106792
Nueva Ecija,2026,268.4253,26.02335086398657
Nueva Ecija,2027,277.1487,26.097720789026354
Nueva Ecija,2028,182.10744,26.064121500651066
Nueva Ecija,2029,252.14302,26.653488554777947
Nueva Ecija,2030,205.8606,25.919414492006677
Nueva Ecija,2031,207.62244,26.25059464066119
Nueva Ecija,2032,233.69019,26.42553467927158
Nueva Ecija,2033,248.5132,26.361949609827136
Nueva Ecija,2034,309.45398,26.277722507052975
Nueva Vizcaya,2025,335.61398,22.2554382324219
Nueva Vizcaya,2026,303.45142,22.156820170084657
Nueva Vizcaya,2027,320.4606,22.22254842122398
Nueva Vizcaya,2028,215.07634,22.163077799479186
Nueva Vizcaya,2029,298.12643,22.76434427897138
Nueva Vizcaya,2030,243.42383,21.95745442708336
Nueva Vizcaya,2031,230.80223,22.309543863932316
Nueva Vizcaya,2032,262.51602,22.51728261311851
Nueva Vizcaya,2033,272.2158,22.487080383300803
Nueva Vizcaya,2034,351.4879,22.398706563313823
Occidental Mindoro,2025,205.25633,26.515325871220366
Occidental Mindoro,2026,205.48126,26.455697773121045
Occidental Mindoro,2027,213.69954,26.46552570484305
Occidental Mindoro,2028,159.37407,26.385826789008267
Occidental Mindoro,2029,217.25702,27.22131132902925
Occidental Mindoro,2030,172.14275,26.513360878273318
Occidental Mindoro,2031,185.03648,26.60253055713797
Occidental Mindoro,2032,202.92049,26.832432471381313
Occidental Mindoro,2033,197.1902,26.738386620415607
Occidental Mindoro,2034,234.86559,26.85550065217197
Oriental Mindoro,2025,189.52922,26.430590681596257
Oriental Mindoro,2026,196.22795,26.3644343520656
Oriental Mindoro,2027,205.67848,26.37677917480471
Oriental Mindoro,2028,148.08507,26.285829624985226
Oriental Mindoro,2029,204.3123,27.1187287764116
Oriental Mindoro,2030,169.8283,26.400150322191664
Oriental Mindoro,2031,177.3535,26.50334643739645
Oriental Mindoro,2032,190.09254,26.72792645078719
Oriental Mindoro,2033,188.11989,26.637038398511503
Oriental Mindoro,2034,238.04681,26.766617653586668
Palawan,2025,156.4977,27.26296380280439
Palawan,2026,167.16124,27.213720020664358
Palawan,2027,174.46716,27.17814067727902
Palawan,2028,131.85074,27.112220261972126
Palawan,2029,189.5634,27.75652176096466
Palawan,2030,179.5832,27.241239568653956
Palawan,2031,161.27539,27.24558764751447
Palawan,2032,152.01631,27.52070879714898
Palawan,2033,160.86665,27.395685587050007
Palawan,2034,202.0367,27.478460783495645
Pampanga,2025,251.77477,27.542133585612003
Pampanga,2026,224.14806,27.420510864257835
Pampanga,2027,230.65746,27.47353261311851
Pampanga,2028,155.23506,27.48178337944881
Pampanga,2029,200.23926,28.126764763726154
Pampanga,2030,145.08142,27.406514316135006
Pampanga,2031,169.95392,27.718927849663654
Pampanga,2032,216.65344,27.8860777113173
Pampanga,2033,224.04381,27.769400533040386
Pampanga,2034,212.64922,27.690864393446205
Pangasinan,2025,305.96088,27.740391031901066
