Crop,Geolocation,2010 Annual,2011 Annual,2012 Annual,2013 Annual,2014 Annual,2015 Annual,2016 Annual,2017 Annual,2018 Annual,2019 Annual,2020 Annual,2021 Annual,2022 Annual,2023 Annual,2024 Annual
Banana,....Catanduanes,3.241007371,3.168771499,3.153587224,3.245479115,3.171818182,3.289017199,3.402579853,2.767321867,3.022186732,2.947167589,2.813439163,0.678432681,1.453331709,1.458078845,1.787796915
Banana,....Masbate,2.92027321,2.875286957,3.098173913,3.096582609,3.115313043,3.289900722,3.243826715,3.441543321,3.567725632,3.927978339,3.795473588,4.109162113,4.686880734,5.050633028,5.224677
Banana,....Sorsogon,7.070644774,7.600441767,8.002235152,7.999330124,7.117176972,7.765232409,7.154810235,7.43319403,7.607336726,7.408596268,6.476175224,6.451931229,5.993830893,6.110091699,4.921706138
Banana,..REGION VI (WESTERN VISAYAS),9.648795925,9.931105052,10.11864486,9.517139838,8.29882055,8.725067406,8.716581296,8.912218103,9.216324171,9.266609177,8.949052893,9.39331752,9.305043519,9.505789609,9.231155694
Banana,....Aklan,8.609133889,8.720357296,8.669968621,8.499891403,6.376876415,6.513525959,6.582497178,6.6507338,6.818004064,7.209990969,4.504955039,5.756077195,6.186859342,5.690237019,5.047025965
Banana,....Antique,10.92965749,12.37639684,12.67842362,9.645784884,9.22238564,9.873825167,9.815534521,10.5046882,11.1005735,10.80981788,10.80167126,11.77679844,11.71931514,11.88073497,11.28295604
Banana,....Capiz,11.36750206,11.49039901,11.59519918,10.72004107,1.99370128,4.165789474,4.359447082,4.473487594,4.497332964,5.265636766,5.966792144,6.607796241,6.77835825,6.748172451,6.677929348
Banana,....Guimaras,9.244577206,9.780486074,10.54709952,10.41466667,10.26206186,9.508886044,9.353192568,10.45440432,11.0645767,11.72309504,12.79214182,15.13908125,14.70163967,15.76031733,15.23986381
Banana,....Iloilo,10.22879691,10.51507416,10.7785034,10.03134988,8.953410869,9.536416655,9.498883551,9.733915161,10.07972141,9.928663196,9.838189094,10.27773868,9.841263643,9.934043505,9.831814054
Banana,....Negros Occidental,8.805011049,9.000010523,9.174644849,8.981740503,9.066941515,9.092975391,9.076803235,9.134050674,9.41680299,9.508718899,9.592950768,9.423808364,9.611886976,10.31123417,10.27690777
Banana,..REGION VII (CENTRAL VISAYAS),8.464002135,9.265647288,9.388150758,8.822148409,9.26177902,9.488896567,9.266888992,9.837579991,9.949623945,9.365186673,9.904802199,10.2847938,7.957779803,8.988013321,8.308681022
Banana,....Bohol,13.30432949,13.98530807,14.60326524,14.48221145,14.53501804,13.85905323,12.02943662,13.89385565,14.35791679,13.78632203,13.43392993,12.55584027,2.862056884,4.922036224,7.556901151
Banana,....Cebu,5.766035329,6.742803667,6.882936714,6.705161605,7.282157095,8.446913461,9.070566404,9.344682162,9.638205822,9.138665513,9.323873689,9.442604302,9.030323359,9.338826367,8.749277614
Banana,....Negros Oriental,8.893032746,9.610760263,9.621422521,9.126929311,9.561185638,9.050128365,8.468694351,8.978037162,8.785324853,8.133448061,9.338168101,10.33981793,7.692736468,9.612481609,7.655665731
Banana,....Siquijor,13.64374705,13.97937255,13.62060156,8.484703588,11.9783035,11.70371206,10.59189445,11.30585748,11.35662886,10.56727628,11.1174191,11.72221359,11.60827184,12.25998447,11.6289469
Banana,..REGION VIII (EASTERN VISAYAS),9.105166248,9.123402016,9.181934086,8.483033792,7.874526511,8.256214055,8.136313499,8.343870447,8.402684726,8.690739315,8.502315162,8.628539721,9.796146774,9.93960295,9.76566998
Banana,....Biliran,11.36450235,11.35371619,11.3554726,9.728258211,8.885655273,8.9269733,8.970991136,8.863511881,8.250659631,8.015794144,6.483105023,6.585777778,7.606104689,7.758977518,7.25655314
Banana,....Eastern Samar,3.8736875,3.785704299,3.980725244,3.774979079,3.194086709,2.206034115,2.198336887,2.087370291,1.868834399,1.889439462,1.419675994,1.467215525,1.606057042,2.60342885,2.789897604
Banana,....Leyte,8.364402113,8.224058249,8.131504425,7.326068268,4.261344229,4.826787321,5.460877584,5.865053698,5.824491285,5.863737333,5.209008918,5.618960276,5.378684637,5.079233975,5.172039278
Banana,....Northern Samar,3.583144712,3.686512059,3.830411874,4.082001855,4.213191253,4.190754787,3.451868377,3.43967652,3.445388755,3.424406528,3.351094214,3.361183234,3.381155415,3.405571217,3.398264129
Banana,....Samar,23.5140546,23.38829809,23.41123867,20.84320242,19.92949397,21.9574423,21.81013516,22.79576781,23.27324358,24.55055544,23.90888166,22.53001,23.14939641,22.52666693,20.00566399
Banana,....Southern Leyte,6.17668226,6.241938439,6.379990905,6.176923147,6.444752285,6.396552387,6.262478828,6.209538613,6.251463103,6.339142027,6.470103061,6.455906929,7.185311258,6.918756167,7.466530005
Banana,..REGION IX (ZAMBOANGA PENINSULA),13.37713474,11.9973484,11.89411741,12.86804786,13.7766273,14.61151581,13.40752969,13.36119758,13.01455084,12.73341184,12.92157782,13.45297685,13.86111976,13.63126646,13.02994227
Banana,....Zamboanga del Norte,16.32146738,12.52916037,10.98606211,10.78287543,10.99454093,12.28244772,11.1066528,10.60808251,9.767471212,9.171665736,9.373844092,9.688378229,9.756253334,9.61943662,9.210473867
Banana,....Zamboanga del Sur,7.804471177,7.914956049,9.535249314,12.23179392,13.8714859,13.85508215,12.83206568,13.04058796,12.9476608,12.87764772,13.03915722,13.84316746,14.72547311,17.37724112,16.52658105
Banana,....Zamboanga Sibugay,11.00310081,11.72519732,11.79554887,12.69127069,14.35006014,14.23066474,14.19379191,13.94975793,14.73141292,14.92580552,14.67466014,14.81821737,14.90677338,14.96640992,14.63130173
Banana,......City of Zamboanga,18.37393614,18.48732244,18.45702072,19.25692128,20.12944671,23.11160082,20.84904566,21.8471919,22.01389976,22.0678358,22.53752319,23.47686834,24.18928154,#DIV/0!,#DIV/0!
Banana,..REGION X (NORTHERN MINDANAO),33.04396126,33.54142741,33.41782582,33.47624082,34.17757578,35.10477443,35.49722151,35.93998307,36.41916359,36.81441014,36.8774888,37.48097504,37.75633334,37.13173005,36.17791581
Banana,....Bukidnon,57.25690177,57.40333366,56.74370676,56.34654418,57.70118813,59.92400881,61.38715212,63.67849757,64.36792497,65.01213318,64.96583605,66.33922333,66.38345595,66.03280252,64.1638809
Banana,....Camiguin,4.816539683,4.894916868,4.65702923,4.380345104,4.373177983,4.283556305,4.139791911,3.939265365,3.723091866,3.579519948,3.562477426,3.916923203,3.205574999,4.427104183,3.408451282
Banana,....Lanao del Norte,34.45871447,34.10212952,32.53904306,32.30075759,32.49332717,32.55892164,32.84320604,32.70319211,32.71748463,32.79844511,32.81000464,32.5566797,32.51078476,32.66877661,32.66371478
Banana,....Misamis Occidental,12.38624449,13.6642034,14.18814572,15.04861475,15.84143947,16.50629723,15.73360482,14.63310977,14.80480601,14.73023346,14.75913246,14.8331528,14.86149585,14.25762032,14.73050821
Banana,....Misamis Oriental,9.988125532,11.51698428,12.66635347,12.68887012,13.170191,12.92421555,12.60727037,12.58528357,12.82464598,12.79896259,12.6683121,12.74971166,13.69089794,13.48975689,12.2663111
Banana,..REGION XI (DAVAO REGION),43.57266375,43.61720273,42.86029993,37.84204648,38.94655015,39.13930227,39.05710666,37.91625183,38.4613763,37.11101789,37.09309119,37.4119061,36.90655058,36.71976766,36.08057178
Banana,....Davao de Oro,59.09610088,58.89716122,57.29079583,34.3294698,41.02861143,43.12444985,43.9636534,37.28820882,37.64141924,37.28727982,37.01098271,37.08331598,36.18586105,35.85894328,33.86789449
Banana,....Davao del Norte,43.56841455,43.83182228,43.19385333,43.87180974,44.00763035,44.14196244,43.58588357,43.83602521,44.28261504,42.61668241,43.20532201,43.85681881,43.42390162,43.64914904,43.41057042
Banana,....Davao del Sur,38.29982285,38.1940133,37.72801288,37.89319912,38.59019696,39.63575099,39.86102781,40.63109034,41.39923097,37.29695869,37.88714071,39.4182905,38.96234071,38.19945009,37.25205501
Banana,....Davao Occidental,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.78523102,37.6703571,37.39820626,38.16247604,37.7702498,37.90300314
Banana,....Davao Oriental,15.41518412,16.19707669,16.60942023,17.25046471,15.30758988,15.18681901,14.89631666,15.28658851,15.38177395,15.51307421,14.91470621,15.03346246,15.03318581,14.83498253,14.90937599
Banana,......City of Davao,41.4741319,42.11561175,42.63333632,43.41173514,44.27919669,37.14377085,36.76907137,37.05298466,38.98479471,39.62556879,41.05844901,40.38587608,38.80612493,#DIV/0!,#DIV/0!
Banana,..REGION XII (SOCCSKSARGEN),35.694399,37.39137676,38.57330495,36.96000873,37.51442974,35.33814085,33.64968309,37.37621083,37.8598568,35.91969512,31.72730052,32.50447465,32.41234743,32.3295489,31.41945962
Banana,....Cotabato,39.58108956,41.16668848,41.95776151,39.6462069,39.86260157,38.86101098,34.40992664,36.91668211,37.86735043,33.89651593,27.41103913,27.2843624,26.79365482,26.42413568,26.24597199
Banana,....Sarangani,47.35428266,50.58459801,59.69151226,58.94810396,55.17357032,53.20785189,54.6000138,55.04363151,54.73221757,52.90142783,51.91050168,52.4228895,52.05840239,46.94722779,43.54742044
Banana,....Sultan Kudarat,11.09160336,11.09693422,13.21159991,13.40652766,20.22805761,13.35234324,22.44939314,37.15398945,37.5749622,38.67387044,34.00434903,39.37195287,40.34243278,42.67757918,37.5160358
Banana,....South Cotabato,31.90857394,32.76911944,30.18117051,29.47078899,30.22312037,30.51290088,28.87283328,30.69745728,30.82252448,30.62668028,30.5893337,31.10608921,31.36105998,32.32688519,32.89941059
Banana,..REGION XIII (CARAGA),8.073405219,8.255414105,8.331428343,9.048807643,10.55104508,11.23949636,11.8740813,12.45821721,12.20262637,12.23466854,12.96345256,11.36366178,10.29016054,9.723287783,11.08904354
Banana,....Agusan del Norte,9.93232349,9.229816441,8.566911407,11.85974668,10.83916084,11.69239151,12.57500094,12.76180288,12.80252805,13.38107457,13.77757429,13.83820187,12.37020935,12.32874402,10.98012333
Banana,....Agusan del Sur,5.374114465,5.622116914,6.121884807,5.591622756,6.116079561,6.264555926,6.903723748,7.435723,7.364155475,6.877590944,7.47067833,7.557030038,7.3060134,6.3174479,5.683079882
Banana,....Dinagat Islands,#DIV/0!,#DIV/0!,#DIV/0!,5.328319502,3.376023237,3.018311158,2.884379001,2.755717517,2.640020523,2.986557209,3.331862494,3.189844254,0.70987591,3.061346801,3.671080649
Banana,....Surigao del Norte,8.684926606,9.085449679,6.92269958,3.351094651,4.820090989,4.713161765,4.217403457,4.408842027,4.266799852,4.085985942,4.109292854,3.842662217,1.874861007,1.623095417,1.594622225
Banana,....Surigao del Sur,11.07953333,13.26770164,12.51999788,15.53072077,20.47442199,22.39978032,23.28944697,24.25352868,23.26543214,24.16307638,26.17503035,19.0952101,17.7859828,20.3275957,59.48077015
Banana,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),12.56762597,12.93282222,13.54955707,14.04311847,14.63302704,15.74361033,15.80416772,16.84146422,17.52441055,17.7341395,17.59603307,17.64464699,17.76014266,17.78941988,14.52566055
Banana,....Basilan,3.413477587,3.476857908,3.348740146,3.225965726,3.311303491,3.206996059,2.951858108,2.962560529,3.031755349,2.927870214,2.986360453,2.986767081,3.02788496,3.057035432,2.72551769
Banana,....Lanao del Sur,21.97322482,21.70282197,20.3374755,20.21766897,20.43911124,21.10356183,21.26853303,21.28408026,21.50104263,21.49935304,21.43169333,21.43148846,21.39730161,21.32709031,21.3822413
Banana,....Maguindanao,14.50142269,15.21629307,16.75956144,17.8333009,18.60065276,20.54545624,20.76745405,22.73119342,23.86869074,24.26809887,24.02991981,24.12740292,24.3185745,24.36534123,19.13573506
Banana,....Sulu,7.563507109,7.16507177,7.094384707,6.696442766,6.683346645,6.633446486,6.15436777,6.035346843,6.191199377,6.261170423,6.192389415,6.23715415,6.246830428,6.305467512,6.331616482
Banana,....Tawi-tawi,12.41272314,12.43726016,12.11778237,11.675,11.47714384,11.04395574,11.08202947,11.11445119,11.4466685,11.33954514,11.39380665,11.32823056,11.57636327,11.5341323,5.909097113
